"","TraitName","AccSpeciesName","OrigValueStr","OrigUnitStr","StdValue","UnitName"
"16911","","Tilia americana","LuskReichOecol2000","",NA,""
"16912","","Tilia americana","mature","",NA,""
"16913","","Tilia americana","field","",NA,""
"16914","","Tilia americana","CO2","",NA,""
"16915","Plant woodiness","Tilia americana","W","",NA,""
"16916","","Tilia americana","angio","",NA,""
"16917","","Tilia americana","carlton","",NA,""
"16918","Species ocurrence range: climate type","Tilia americana","boreal","",NA,""
"16919","","Tilia americana","20","C",NA,""
"16920","Leaf nitrogen (N) content per leaf dry mass","Tilia americana","28.2","mg/g",28.2,"mg/g"
"16921","Leaf respiration rate per leaf dry mass","Tilia americana","6.28","nano mol g-1 s-1",0.00628,"micro mol g-1 s-1"
"16922","Leaf respiration rate per leaf dry mass","Tilia americana","9.129789614","nano mol g-1 s-1",0.00913,"micro mol g-1 s-1"
"16923","Leaf respiration rate per leaf dry mass","Tilia americana","6.28","nano mol g-1 s-1",0.00628,"micro mol g-1 s-1"
"16924","","Tilia americana","LuskReichOecol2000","",NA,""
"16925","","Tilia americana","mature","",NA,""
"16926","","Tilia americana","field","",NA,""
"16927","","Tilia americana","CO2","",NA,""
"16928","Plant woodiness","Tilia americana","W","",NA,""
"16929","","Tilia americana","angio","",NA,""
"16930","","Tilia americana","carlton","",NA,""
"16931","Species ocurrence range: climate type","Tilia americana","boreal","",NA,""
"16932","","Tilia americana","20","C",NA,""
"16933","Leaf nitrogen (N) content per leaf dry mass","Tilia americana","24.1","mg/g",24.1,"mg/g"
"16934","Leaf respiration rate per leaf dry mass","Tilia americana","9.32","nano mol g-1 s-1",0.00932,"micro mol g-1 s-1"
"16935","Leaf respiration rate per leaf dry mass","Tilia americana","13.54930561","nano mol g-1 s-1",0.0135,"micro mol g-1 s-1"
"16936","Leaf respiration rate per leaf dry mass","Tilia americana","9.32","nano mol g-1 s-1",0.00932,"micro mol g-1 s-1"
"16937","","Tilia americana","LuskReichOecol2000","",NA,""
"16938","","Tilia americana","mature","",NA,""
"16939","","Tilia americana","field","",NA,""
"16940","","Tilia americana","CO2","",NA,""
"16941","Plant woodiness","Tilia americana","W","",NA,""
"16942","","Tilia americana","angio","",NA,""
"16943","","Tilia americana","carlton","",NA,""
"16944","Species ocurrence range: climate type","Tilia americana","boreal","",NA,""
"16945","","Tilia americana","20","C",NA,""
"16946","Leaf nitrogen (N) content per leaf dry mass","Tilia americana","22.8","mg/g",22.8,"mg/g"
"16947","Leaf respiration rate per leaf dry mass","Tilia americana","7.755","nano mol g-1 s-1",0.007755,"micro mol g-1 s-1"
"16948","Leaf respiration rate per leaf dry mass","Tilia americana","11.27412714","nano mol g-1 s-1",0.011274127,"micro mol g-1 s-1"
"16949","Leaf respiration rate per leaf dry mass","Tilia americana","7.755","nano mol g-1 s-1",0.007755,"micro mol g-1 s-1"
"16950","","Tilia americana","LuskReichOecol2000","",NA,""
"16951","","Tilia americana","mature","",NA,""
"16952","","Tilia americana","field","",NA,""
"16953","","Tilia americana","CO2","",NA,""
"16954","Plant woodiness","Tilia americana","W","",NA,""
"16955","","Tilia americana","angio","",NA,""
"16956","","Tilia americana","carlton","",NA,""
"16957","Species ocurrence range: climate type","Tilia americana","boreal","",NA,""
"16958","","Tilia americana","20","C",NA,""
"16959","Leaf nitrogen (N) content per leaf dry mass","Tilia americana","26.6","mg/g",26.6,"mg/g"
"16960","Leaf respiration rate per leaf dry mass","Tilia americana","12.275","nano mol g-1 s-1",0.012275,"micro mol g-1 s-1"
"16961","Leaf respiration rate per leaf dry mass","Tilia americana","17.8452496","nano mol g-1 s-1",0.0178,"micro mol g-1 s-1"
"16962","Leaf respiration rate per leaf dry mass","Tilia americana","12.275","nano mol g-1 s-1",0.012275,"micro mol g-1 s-1"
"16963","","Tilia americana","LuskReichOecol2000","",NA,""
"16964","","Tilia americana","mature","",NA,""
"16965","","Tilia americana","field","",NA,""
"16966","","Tilia americana","CO2","",NA,""
"16967","Plant woodiness","Tilia americana","W","",NA,""
"16968","","Tilia americana","angio","",NA,""
"16969","","Tilia americana","carlton","",NA,""
"16970","Species ocurrence range: climate type","Tilia americana","boreal","",NA,""
"16971","","Tilia americana","20","C",NA,""
"16972","Leaf nitrogen (N) content per leaf dry mass","Tilia americana","28.45","mg/g",28.45,"mg/g"
"16973","Leaf respiration rate per leaf dry mass","Tilia americana","8.61","nano mol g-1 s-1",0.00861,"micro mol g-1 s-1"
"16974","Leaf respiration rate per leaf dry mass","Tilia americana","12.51711602","nano mol g-1 s-1",0.0125,"micro mol g-1 s-1"
"16975","Leaf respiration rate per leaf dry mass","Tilia americana","8.61","nano mol g-1 s-1",0.00861,"micro mol g-1 s-1"
"16976","","Acer negundo","Comas&EissenstatFE2004","",NA,""
"16977","","Acer negundo","mature","",NA,""
"16978","","Acer negundo","field","",NA,""
"16979","","Acer negundo","O2","",NA,""
"16980","Plant woodiness","Acer negundo","W","",NA,""
"16981","","Acer negundo","angio","",NA,""
"16982","","Acer negundo","PA","",NA,""
"16983","Species ocurrence range: climate type","Acer negundo","TMP","",NA,""
"16984","","Acer negundo","25","C",NA,""
"16985","Species ocurrence range: climate type","Acer negundo","Desert","",NA,""
"16986","","Acer negundo","Uzbekistan: Irrigated desert land","",NA,""
"16987","","Acer negundo","Near Tashkent","",NA,""
"16988","","Acer negundo","41.27083","",41.27083,""
"16989","","Acer negundo","69.40665","",69.40665,""
"16990","","Acer negundo","Experimental fields","",NA,""
"16991","","Acer negundo","Haplic Calcisol","",NA,""
"16992","","Acer negundo","0","",NA,""
"16993","","Acer negundo","0","",NA,""
"16994","Species ocurrence range: climate type","Acer negundo","Subtaiga (taiga vegetation mixed with broad-leaved forests)","",NA,""
"16995","","Acer negundo","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"16996","","Acer negundo","Perm","",NA,""
"16997","","Acer negundo","57.9784","",57.9784,""
"16998","","Acer negundo","56.22356","",56.22356,""
"16999","","Acer negundo","0","",NA,""
"17000","","Acer negundo","0","",NA,""
"17001","","Acer negundo","+","",NA,""
"17002","Species ocurrence range: climate type","Acer negundo","Forested steppe","",NA,""
"17003","","Acer negundo","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"17004","","Acer negundo","Novosibirsk","",NA,""
"17005","","Acer negundo","55.03208","",55.03208,""
"17006","","Acer negundo","82.93536","",82.93536,""
"17007","","Acer negundo","0","",NA,""
"17008","","Acer negundo","0","",NA,""
"17009","Species ocurrence range: climate type","Acer negundo","Mountains","",NA,""
"17010","","Acer negundo","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"17011","","Acer negundo","Batumi (Georgia)","",NA,""
"17012","","Acer negundo","41.62545","",41.62545,""
"17013","","Acer negundo","41.63557","",41.63557,""
"17014","","Acer negundo","0","",NA,""
"17015","","Acer negundo","0","",NA,""
"17016","","Acer negundo","+","",NA,""
"17017","Species ocurrence range: climate type","Acer negundo","Forested steppe","",NA,""
"17018","","Acer negundo","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"17019","","Acer negundo","Former USSR","",NA,""
"17020","","Acer negundo","55.79939","",55.79939,""
"17021","","Acer negundo","72.85016","",72.85016,""
"17022","","Acer negundo","0","",NA,""
"17023","","Acer negundo","0","",NA,""
"17024","","Acer negundo","+","",NA,""
"17025","Species ocurrence range: climate type","Acer negundo","Northern taiga","",NA,""
"17026","","Acer negundo","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"17027","","Acer negundo","61.91152","",61.91152,""
"17028","","Acer negundo","71.12581","",71.12581,""
"17029","","Acer negundo","0","",NA,""
"17030","","Acer negundo","0","",NA,""
"17031","","Acer negundo","-","",NA,""
"17032","Species ocurrence range: climate type","Acer negundo","Middle taiga","",NA,""
"17033","","Acer negundo","European part of former USSR and Western Siberia","",NA,""
"17034","","Acer negundo","-","",NA,""
"17035","","Acer negundo","62.27388","",62.27388,""
"17036","","Acer negundo","47.49346","",47.49346,""
"17037","","Acer negundo","Forests","",NA,""
"17038","","Acer negundo","-","",NA,""
"17039","Species ocurrence range: climate type","Acer negundo","Northern steppe (forb and bunchgrass dominated)","",NA,""
"17040","","Acer negundo","Ukraine, European part of the Russian Federation","",NA,""
"17041","","Acer negundo","48.50427","",48.50427,""
"17042","","Acer negundo","37.97975","",37.97975,""
"17043","","Acer negundo","0","",NA,""
"17044","","Acer negundo","0","",NA,""
"17045","","Mimosa pudica","+","",NA,""
"17046","Species ocurrence range: climate type","Mimosa pudica","Middle taiga","",NA,""
"17047","","Mimosa pudica","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"17048","","Mimosa pudica","59.51265","",59.51265,""
"17049","","Mimosa pudica","78.34334","",78.34334,""
"17050","","Mimosa pudica","0","",NA,""
"17051","","Mimosa pudica","0","",NA,""
"17052","Species ocurrence range: climate type","Pinus flexilis","Desert","",NA,""
"17053","","Pinus flexilis","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"17054","","Pinus flexilis","Tashkent (Uzbekistan)","",NA,""
"17055","","Pinus flexilis","41.22581","",41.22581,""
"17056","","Pinus flexilis","69.36048","",69.36048,""
"17057","","Pinus flexilis","0","",NA,""
"17058","","Pinus flexilis","0","",NA,""
"17059","","Pinus flexilis","+","",NA,""
"17060","Species ocurrence range: climate type","Pinus flexilis","Northern taiga","",NA,""
"17061","","Pinus flexilis","Botanical gardens, greenhouses and other atypical habitats","",NA,""
"17062","","Pinus flexilis","61.91152","",61.91152,""
"17063","","Pinus flexilis","71.12581","",71.12581,""
"17064","","Pinus flexilis","0","",NA,""
"17065","","Pinus flexilis","0","",NA,""
"17066","","Tilia americana","Holdsworth, Andrew R.; Frelich, Lee E.; Reich, Peter B. 2008. Litter decomposition in earthworm ...","",NA,""
"17067","Litter nitrogen (N) content per litter dry mass","Tilia americana","1.5","%",15,"mg/g"
"17068","Plant height","Cornus sericea","300","cm",3,"m"
"17069","","Cornus sericea","3.504736842","",NA,""
"17070","","Cornus sericea","15.0337782","",NA,""
"17071","","Cornus sericea","935.7059633","",NA,""
"17072","","Cornus sericea","Stace (1991)","",NA,""
"17073","","Cornus sericea","Mode of spread apparently similar to that of Solanum dulcamara, but personal observation would  ...","",NA,""
"17074","Plant lifespan (longevity)","Cornus sericea","Perennial","",NA,""
"17075","Plant woodiness","Cornus sericea","Woody","",NA,""
"17076","Plant vegetative regeneration capacity","Cornus sericea","Little or no vegetative spread","",NA,""
"17077","Plant tolerance to frost","Trema micrantha","15.4","C",NA,""
"17078","Seed dry mass","Trema micrantha","3.4","mg",3.4,"mg"
"17079","Plant height","Trema micrantha","24.9936","m",24.9936,"m"
"17080","Plant tolerance to frost","Cornus nuttallii","-9.8","C",NA,""
"17081","Seed dry mass","Cornus nuttallii","85.2","mg",85.2,"mg"
"17082","Plant height","Cornus nuttallii","29.8704","m",29.8704,"m"
"17083","Plant tolerance to frost","Cornus sericea","-31.6","C",NA,""
"17084","Seed dry mass","Cornus sericea","25.8","mg",25.8,"mg"
"17085","Plant height","Cornus sericea","4.8768","m",4.8768,"m"
"17086","Plant tolerance to frost","Quercus hypoleucoides","-1.5","C",NA,""
"17087","Plant height","Quercus hypoleucoides","12.192","m",12.192,"m"
"17088","Plant tolerance to frost","Tilia americana","-18.4","C",NA,""
"17089","Seed dry mass","Tilia americana","95.5","mg",95.5,"mg"
"17090","Plant height","Tilia americana","24.9936","m",24.9936,"m"
"17091","Plant tolerance to frost","Myrcianthes fragrans","14.5","C",NA,""
"17092","Plant height","Myrcianthes fragrans","7.9248","m",7.9248,"m"
"17093","Plant tolerance to frost","Amyris elemifera","11.7","C",NA,""
"17094","Seed dry mass","Amyris elemifera","63.16","mg",63.16,"mg"
"17095","Plant height","Amyris elemifera","4.8768","m",4.8768,"m"
"17096","Plant tolerance to frost","Acer negundo","-23","C",NA,""
"17097","Seed dry mass","Acer negundo","38.8","mg",38.8,"mg"
"17098","Plant height","Acer negundo","19.99488","m",19.99488,"m"
"17099","Xylem cavitation (embolism) vulnerability","Carapa guianensis","-0.8","MPa",NA,""
"17100","Xylem cavitation (embolism) vulnerability","Carapa guianensis","-2.3","MPa",NA,""
"17101","Xylem cavitation (embolism) vulnerability","Carapa guianensis","-1.3","MPa",NA,""
"17102","Xylem cavitation (embolism) vulnerability","Carapa guianensis","-0.5","MPa",NA,""
"17103","Xylem cavitation (embolism) vulnerability","Carapa guianensis","1","MPa",NA,""
"17104","","Carapa guianensis","28.321","¡C",NA,""
"17105","","Carapa guianensis","2600","mm",NA,""
"17106","","Carapa guianensis","141","mm",NA,""
"17107","","Carapa guianensis","1398","mm",NA,""
"17108","","Carapa guianensis","1.859799714","",NA,""
"17109","","Carapa guianensis","Adult","",NA,""
"17110","","Carapa guianensis","tropical rain forest","",NA,""
"17111","","Carapa guianensis","9.1667","",9.1667,""
"17112","","Carapa guianensis","-79.846","",-79.846,""
"17113","","Carapa guianensis","100","m",100,"m"
"17114","","Carapa guianensis","Barro Colorado Island (BCI)","",NA,""
"17115","","Carapa guianensis","Panama","",NA,""
"17116","","Carapa guianensis","Lopez OR, Kursar TA, Cochard H, Tyree MT. 2005. Interspecific variation in xylem vulnerability  ...","",NA,""
"17117","Xylem cavitation (embolism) vulnerability","Swartzia simplex","-2.9","MPa",NA,""
"17118","Xylem cavitation (embolism) vulnerability","Swartzia simplex","-5.3","MPa",NA,""
"17119","Xylem cavitation (embolism) vulnerability","Swartzia simplex","-2.9","MPa",NA,""
"17120","Xylem cavitation (embolism) vulnerability","Swartzia simplex","0","MPa",NA,""
"17121","Xylem cavitation (embolism) vulnerability","Swartzia simplex","2.4","MPa",NA,""
"17122","","Swartzia simplex","28.321","¡C",NA,""
"17123","","Swartzia simplex","2600","mm",NA,""
"17124","","Swartzia simplex","141","mm",NA,""
"17125","","Swartzia simplex","1398","mm",NA,""
"17126","","Swartzia simplex","1.859799714","",NA,""
"17127","","Swartzia simplex","Adult","",NA,""
"17128","","Swartzia simplex","tropical rain forest","",NA,""
"17129","","Swartzia simplex","9.1667","",9.1667,""
"17130","","Swartzia simplex","-79.846","",-79.846,""
"17131","","Swartzia simplex","100","m",100,"m"
"17132","","Swartzia simplex","Barro Colorado Island (BCI)","",NA,""
"17133","","Swartzia simplex","Panama","",NA,""
"17134","","Swartzia simplex","Lopez OR, Kursar TA, Cochard H, Tyree MT. 2005. Interspecific variation in xylem vulnerability  ...","",NA,""
"17135","Xylem cavitation (embolism) vulnerability","Acer negundo","-1.34","MPa",NA,""
"17136","Xylem cavitation (embolism) vulnerability","Acer negundo","-2.738736762","MPa",NA,""
"17137","Xylem cavitation (embolism) vulnerability","Acer negundo","-1.12","MPa",NA,""
"17138","Xylem cavitation (embolism) vulnerability","Acer negundo","0.22","MPa",NA,""
"17139","Xylem cavitation (embolism) vulnerability","Acer negundo","1.618736762","MPa",NA,""
"17140","","Acer negundo","6.575333333","¡C",NA,""
"17141","","Acer negundo","683.1","mm",NA,""
"17142","","Acer negundo","91","mm",NA,""
"17143","","Acer negundo","1103","mm",NA,""
"17144","","Acer negundo","0.61931097","",NA,""
"17145","","Acer negundo","Adult","",NA,""
"17146","","Acer negundo","temperate seasonal forest","",NA,""
"17147","","Acer negundo","40.25","",40.25,""
"17148","","Acer negundo","-111.6167","",-111.6167,""
"17149","","Acer negundo","2000","m",2000,"m"
"17150","","Acer negundo","Utah","",NA,""
"17151","","Acer negundo","USA","",NA,""
"17152","","Acer negundo","P50, P88 and Psi min from Pratt & Black 2006 Biological Invasions 8: 1331-1341","",NA,""
"17153","","Acer negundo","Wheeler JK, Sperry JS, Hacke UG, Hoang N. 2005. Inter-vessel pitting and cavitation in woody Ro ...","",NA,""
"17154","Xylem cavitation (embolism) vulnerability","Bourreria cumanensis","-3.82","MPa",NA,""
"17155","","Bourreria cumanensis","24.6","¡C",NA,""
"17156","","Bourreria cumanensis","900","mm",NA,""
"17157","","Bourreria cumanensis","53","mm",NA,""
"17158","","Bourreria cumanensis","1667","mm",NA,""
"17159","","Bourreria cumanensis","0.539892022","",NA,""
"17160","","Bourreria cumanensis","Adult","",NA,""
"17161","","Bourreria cumanensis","tropical seasonal forest","",NA,""
"17162","","Bourreria cumanensis","10.25","",10.25,""
"17163","","Bourreria cumanensis","-67.05","",-67.05,""
"17164","","Bourreria cumanensis","400","m",400,"m"
"17165","","Bourreria cumanensis","Estado Miranda","",NA,""
"17166","","Bourreria cumanensis","Venezuela","",NA,""
"17167","","Bourreria cumanensis","Sobrado MA. 1997. Embolism vulnerability in drought-deciduous and evergreen species of a tropic ...","",NA,""
"17168","Xylem cavitation (embolism) vulnerability","Juniperus deppeana","-8.9","MPa",NA,""
